category_id,category_title,category_thai,conversation_id,conversation_no,conversation_title,line_no,speaker,english,thai
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_04_rest-and-recovery,4,Rest and Recovery,4,B,I know. My body needs recovery.,ฉันรู้ ร่างกายต้องฟื้นตัว
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_04_rest-and-recovery,4,Rest and Recovery,5,A,Do you stretch after workouts?,คุณยืดเหยียดหลังออกกำลังกายไหม
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_04_rest-and-recovery,4,Rest and Recovery,6,B,"Sometimes, but I should do it more.",บางครั้ง แต่ควรทำให้มากขึ้น
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_04_rest-and-recovery,4,Rest and Recovery,7,A,It can help reduce tightness.,มันช่วยลดความตึงของกล้ามเนื้อได้
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_04_rest-and-recovery,4,Rest and Recovery,8,B,Good point. I’ll add it to my routine.,จริงด้วย ฉันจะเพิ่มเข้าไปในตาราง
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_04_rest-and-recovery,4,Rest and Recovery,9,A,Small habits make a big difference.,นิสัยเล็ก ๆ สร้างความแตกต่างได้มาก
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_04_rest-and-recovery,4,Rest and Recovery,10,B,I agree.,เห็นด้วย
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_05_healthy-eating,5,Healthy Eating,1,A,What do you eat after a workout?,หลังออกกำลังกายคุณกินอะไร
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_05_healthy-eating,5,Healthy Eating,2,B,"I usually eat rice, chicken, and vegetables.",ปกติฉันกินข้าว ไก่ และผัก
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_05_healthy-eating,5,Healthy Eating,3,A,That sounds balanced.,ฟังดูสมดุลดี
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_05_healthy-eating,5,Healthy Eating,4,B,"Yes, I try to keep it simple.",ใช่ ฉันพยายามทำให้ง่าย
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_05_healthy-eating,5,Healthy Eating,5,A,Do you drink enough water?,คุณดื่มน้ำพอไหม
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_05_healthy-eating,5,Healthy Eating,6,B,I try to drink two to three liters a day.,ฉันพยายามดื่มวันละสองถึงสามลิตร
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_05_healthy-eating,5,Healthy Eating,7,A,"That is good, especially when you train hard.",ดีมาก โดยเฉพาะเวลาซ้อมหนัก
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_05_healthy-eating,5,Healthy Eating,8,B,"Yes, I feel better when I drink enough water.",ใช่ ฉันรู้สึกดีขึ้นเมื่อดื่มน้ำพอ
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_05_healthy-eating,5,Healthy Eating,9,A,Keep going. You’re building good habits.,ทำต่อไปนะ คุณกำลังสร้างนิสัยที่ดี
health-fitness,Health & Fitness,สุขภาพและฟิตเนส,health-fitness_05_healthy-eating,5,Healthy Eating,10,B,Thanks. That motivates me.,ขอบคุณ มันทำให้ฉันมีกำลังใจ
